billing_id,Customer_Id,billing_date,due_date,payment_date,bill_amount
TEL-1007852,DPTQSRGT8R,7/6/2022,7/31/2022,7/28/2022,135
TEL-1009708,DPTQSRGT8R,5/26/2022,6/20/2022,7/3/2022,147
TEL-1009879,DPTQSRGT8R,7/15/2021,8/9/2021,9/1/2021,69
TEL-1010913,DPTQSRGT8R,11/13/2021,12/8/2021,11/27/2021,149
TEL-1011060,DPTQSRGT8R,2/27/2021,3/24/2021,3/26/2021,167
TEL-1002549,65LF7DB4SZ,5/6/2021,5/31/2021,6/23/2021,216
TEL-1002550,MNSWVWXH1K,8/30/2022,9/24/2022,9/18/2022,658
TEL-1010505,MNSWVWXH1K,2/4/2021,3/1/2021,3/18/2021,684
TEL-1002552,POTMNTJYNV,9/28/2021,10/23/2021,11/15/2021,182
TEL-1007988,POTMNTJYNV,3/9/2022,4/3/2022,4/21/2022,39
TEL-1002553,LMUCWB7PL7,3/22/2022,4/16/2022,4/10/2022,85
TEL-1009939,LMUCWB7PL7,11/23/2021,12/18/2021,12/11/2021,27
TEL-1011709,LMUCWB7PL7,12/15/2021,1/9/2022,1/29/2022,216
TEL-1002556,E4WSS3QCPH,3/18/2021,4/12/2021,4/15/2021,264
TEL-1005911,E4WSS3QCPH,10/16/2022,11/10/2022,11/23/2022,178
TEL-1006812,E4WSS3QCPH,8/10/2021,9/4/2021,8/20/2021,128
TEL-1002557,7I70Z3OLOW,6/24/2021,7/19/2021,8/11/2021,160
TEL-1003121,7I70Z3OLOW,9/27/2021,10/22/2021,11/4/2021,119
TEL-1006929,7I70Z3OLOW,7/22/2022,8/16/2022,8/14/2022,245
TEL-1002559,UCIMPSBIH5,8/21/2022,9/15/2022,8/28/2022,257
TEL-1002560,LYY3ETTR13,3/9/2021,4/3/2021,4/10/2021,270
TEL-1002561,MO0DS8HJHM,12/27/2022,1/21/2023,1/1/2023,34
TEL-1002981,MO0DS8HJHM,8/21/2021,9/15/2021,9/3/2021,97
TEL-1005075,MO0DS8HJHM,6/5/2021,6/30/2021,6/18/2021,128
TEL-1010568,MO0DS8HJHM,12/20/2022,1/14/2023,1/26/2023,41
TEL-1002562,VFY5043UMT,11/14/2021,12/9/2021,12/11/2021,140
TEL-1005938,VFY5043UMT,8/6/2022,8/31/2022,9/15/2022,280
TEL-1011301,VFY5043UMT,6/17/2022,7/12/2022,7/10/2022,262
TEL-1002563,BPPOWFK4V5,2/7/2022,3/4/2022,3/17/2022,106
TEL-1006312,BPPOWFK4V5,9/27/2022,10/22/2022,10/5/2022,176
TEL-1006941,BPPOWFK4V5,3/7/2022,4/1/2022,4/4/2022,157
TEL-1002564,EU65G89N26,6/25/2022,7/20/2022,8/12/2022,96
TEL-1012544,EU65G89N26,7/12/2021,8/6/2021,8/10/2021,279
TEL-1002565,RW8VX3XK7O,7/25/2021,8/19/2021,9/9/2021,212
TEL-1004643,RW8VX3XK7O,4/29/2022,5/24/2022,5/31/2022,62
TEL-1004928,RW8VX3XK7O,9/26/2022,10/21/2022,11/5/2022,120
TEL-1005220,RW8VX3XK7O,3/16/2022,4/10/2022,3/21/2022,209
TEL-1005515,RW8VX3XK7O,3/23/2021,4/17/2021,4/8/2021,93
TEL-1012325,RW8VX3XK7O,11/27/2022,12/22/2022,1/15/2023,101
TEL-1002566,8ZAV51S97H,10/19/2021,11/13/2021,11/21/2021,150
TEL-1006415,8ZAV51S97H,9/26/2022,10/21/2022,10/7/2022,19
TEL-1006644,8ZAV51S97H,10/17/2021,11/11/2021,11/20/2021,287
TEL-1002567,UW3PM1OK2I,12/11/2021,1/5/2022,1/19/2022,168
TEL-1003921,UW3PM1OK2I,1/10/2022,2/4/2022,1/16/2022,96
TEL-1006849,UW3PM1OK2I,9/7/2021,10/2/2021,10/21/2021,110
TEL-1006971,UW3PM1OK2I,4/26/2021,5/21/2021,6/7/2021,12
TEL-1010779,UW3PM1OK2I,2/17/2021,3/14/2021,2/24/2021,149
TEL-1014538,UW3PM1OK2I,12/6/2021,12/31/2021,12/31/2021,85
TEL-1002568,YBL0OBD66X,8/11/2021,9/5/2021,9/22/2021,300
TEL-1011408,YBL0OBD66X,6/24/2022,7/19/2022,7/29/2022,44
TEL-1002569,IT724WLGU7,6/29/2022,7/24/2022,7/15/2022,249
TEL-1003959,IT724WLGU7,4/1/2021,4/26/2021,5/4/2021,78
TEL-1009833,IT724WLGU7,11/10/2022,12/5/2022,11/11/2022,46
TEL-1013310,IT724WLGU7,3/6/2021,3/31/2021,3/16/2021,243
TEL-1002571,O33TAI2S0Y,9/17/2022,10/12/2022,11/2/2022,168
TEL-1002572,0RPMCK8MBT,10/8/2021,11/2/2021,11/19/2021,232
TEL-1006637,0RPMCK8MBT,2/13/2022,3/10/2022,3/1/2022,35
TEL-1002573,GDX3E04540,1/26/2022,2/20/2022,3/13/2022,154
TEL-1005564,GDX3E04540,2/24/2021,3/21/2021,3/22/2021,47
TEL-1006669,GDX3E04540,9/28/2022,10/23/2022,11/15/2022,126
TEL-1008036,GDX3E04540,7/31/2022,8/25/2022,9/5/2022,243
TEL-1008249,GDX3E04540,12/11/2021,1/5/2022,1/24/2022,129
TEL-1009795,GDX3E04540,5/12/2022,6/6/2022,5/28/2022,26
TEL-1009921,GDX3E04540,10/7/2022,11/1/2022,10/25/2022,253
TEL-1013753,GDX3E04540,10/1/2021,10/26/2021,10/25/2021,82
TEL-1002574,0SZSTC9BME,12/24/2022,1/18/2023,1/23/2023,87
TEL-1004378,0SZSTC9BME,1/2/2021,1/27/2021,1/15/2021,257
TEL-1002577,0780ZLPILL,5/7/2021,6/1/2021,5/24/2021,130
TEL-1008520,0780ZLPILL,1/22/2021,2/16/2021,2/11/2021,225
TEL-1012122,0780ZLPILL,9/13/2022,10/8/2022,9/18/2022,133
TEL-1013436,0780ZLPILL,4/13/2022,5/8/2022,5/13/2022,285
TEL-1002578,HG63C38MAF,6/25/2022,7/20/2022,6/28/2022,639
TEL-1003039,HG63C38MAF,1/13/2021,2/7/2021,2/13/2021,564
TEL-1009153,HG63C38MAF,11/27/2021,12/22/2021,12/5/2021,892
TEL-1013425,HG63C38MAF,10/26/2021,11/20/2021,11/7/2021,546
TEL-1002579,TI98K1K4HO,6/9/2021,7/4/2021,6/24/2021,79
TEL-1003604,TI98K1K4HO,10/22/2021,11/16/2021,11/15/2021,258
TEL-1004714,TI98K1K4HO,8/28/2021,9/22/2021,9/30/2021,196
TEL-1013523,TI98K1K4HO,4/19/2022,5/14/2022,5/18/2022,195
TEL-1002580,45FPET0L9G,8/26/2021,9/20/2021,9/3/2021,51
TEL-1004238,45FPET0L9G,5/11/2021,6/5/2021,6/8/2021,98
TEL-1006240,45FPET0L9G,12/16/2022,1/10/2023,2/2/2023,83
TEL-1008966,45FPET0L9G,3/12/2021,4/6/2021,3/23/2021,186
TEL-1010528,45FPET0L9G,4/30/2022,5/25/2022,5/6/2022,53
TEL-1011040,45FPET0L9G,9/6/2021,10/1/2021,10/20/2021,38
TEL-1012291,45FPET0L9G,9/5/2021,9/30/2021,10/11/2021,145
TEL-1002581,091UK5NKHO,2/9/2022,3/6/2022,2/26/2022,89
TEL-1011967,091UK5NKHO,8/12/2022,9/6/2022,8/21/2022,153
TEL-1002582,3DVD28IKFG,10/12/2021,11/6/2021,11/15/2021,77
TEL-1005931,3DVD28IKFG,12/4/2022,12/29/2022,1/3/2023,87
TEL-1007508,3DVD28IKFG,10/18/2022,11/12/2022,10/25/2022,49
TEL-1012290,3DVD28IKFG,2/19/2021,3/16/2021,3/25/2021,271
TEL-1013549,3DVD28IKFG,10/12/2021,11/6/2021,11/6/2021,171
TEL-1014335,3DVD28IKFG,12/30/2022,1/24/2023,1/6/2023,289
TEL-1002583,42WLLJOLVZ,6/25/2022,7/20/2022,8/4/2022,214
TEL-1002850,42WLLJOLVZ,8/25/2022,9/19/2022,8/25/2022,159
TEL-1011973,42WLLJOLVZ,9/29/2022,10/24/2022,11/14/2022,244
TEL-1002584,9VQBYXD6LU,7/15/2021,8/9/2021,8/14/2021,192
TEL-1002588,DIG231NA8J,8/27/2021,9/21/2021,10/1/2021,751
TEL-1004317,DIG231NA8J,8/14/2022,9/8/2022,9/4/2022,804
TEL-1002589,I4MCYZKA4K,12/17/2021,1/11/2022,12/23/2021,217
TEL-1007994,I4MCYZKA4K,1/18/2021,2/12/2021,2/23/2021,241
TEL-1009216,I4MCYZKA4K,11/6/2021,12/1/2021,12/13/2021,24
TEL-1010680,I4MCYZKA4K,6/20/2022,7/15/2022,6/23/2022,270
TEL-1013479,I4MCYZKA4K,4/20/2021,5/15/2021,5/27/2021,102
TEL-1002590,IN62AZTGFC,5/1/2022,5/26/2022,5/29/2022,206
TEL-1003372,IN62AZTGFC,4/19/2022,5/14/2022,5/27/2022,279
TEL-1009043,IN62AZTGFC,6/4/2021,6/29/2021,7/1/2021,195
TEL-1012754,IN62AZTGFC,2/4/2021,3/1/2021,2/23/2021,35
TEL-1014255,IN62AZTGFC,11/1/2022,11/26/2022,11/26/2022,109
TEL-1002593,TMJ1K1G54V,8/24/2021,9/18/2021,8/30/2021,61
TEL-1004399,TMJ1K1G54V,11/30/2022,12/25/2022,12/21/2022,200
TEL-1005706,TMJ1K1G54V,3/2/2022,3/27/2022,4/2/2022,198
TEL-1006020,TMJ1K1G54V,4/17/2022,5/12/2022,5/6/2022,270
TEL-1006198,TMJ1K1G54V,4/10/2021,5/5/2021,5/11/2021,21
TEL-1002595,5ON8R6KFJP,10/4/2021,10/29/2021,11/8/2021,35
TEL-1006446,5ON8R6KFJP,5/25/2021,6/19/2021,5/31/2021,61
TEL-1002596,7VQ8E88G8C,8/15/2022,9/9/2022,9/15/2022,559
TEL-1008037,7VQ8E88G8C,12/17/2021,1/11/2022,1/30/2022,789
TEL-1014556,7VQ8E88G8C,12/12/2022,1/6/2023,1/1/2023,654
TEL-1002597,G9T6OAUJ85,11/26/2021,12/21/2021,12/4/2021,76
TEL-1007737,G9T6OAUJ85,10/22/2022,11/16/2022,11/15/2022,228
TEL-1007881,G9T6OAUJ85,1/25/2021,2/19/2021,1/30/2021,149
TEL-1013212,G9T6OAUJ85,8/12/2022,9/6/2022,8/26/2022,91
TEL-1002599,CI2X0BLZCA,10/1/2022,10/26/2022,10/3/2022,238
TEL-1003964,CI2X0BLZCA,7/12/2021,8/6/2021,7/17/2021,126
TEL-1009083,CI2X0BLZCA,12/2/2022,12/27/2022,12/15/2022,82
TEL-1002600,E20F218KUX,9/8/2021,10/3/2021,9/25/2021,261
TEL-1003819,E20F218KUX,12/5/2022,12/30/2022,12/5/2022,258
TEL-1008799,E20F218KUX,3/6/2021,3/31/2021,3/22/2021,142
TEL-1011273,E20F218KUX,5/30/2021,6/24/2021,7/12/2021,75
TEL-1011906,E20F218KUX,4/10/2022,5/5/2022,4/27/2022,251
TEL-1014450,E20F218KUX,12/27/2021,1/21/2022,1/4/2022,50
TEL-1002601,R6UHWQWO1Y,10/15/2021,11/9/2021,11/28/2021,263
TEL-1013990,R6UHWQWO1Y,1/16/2021,2/10/2021,2/14/2021,69
TEL-1014141,R6UHWQWO1Y,7/29/2021,8/23/2021,9/5/2021,165
TEL-1014330,R6UHWQWO1Y,2/28/2022,3/25/2022,4/1/2022,60
TEL-1002602,7VB8W1USH3,12/7/2021,1/1/2022,12/14/2021,132
TEL-1002603,D1SCC7V41O,8/26/2021,9/20/2021,10/1/2021,176
TEL-1006353,D1SCC7V41O,2/20/2021,3/17/2021,4/2/2021,156
TEL-1009753,D1SCC7V41O,12/25/2022,1/19/2023,1/8/2023,145
TEL-1013369,D1SCC7V41O,9/19/2022,10/14/2022,11/1/2022,163
TEL-1002604,MMVOG9V7RE,7/2/2021,7/27/2021,7/14/2021,126
TEL-1005010,MMVOG9V7RE,7/1/2022,7/26/2022,7/1/2022,25
TEL-1009185,MMVOG9V7RE,4/20/2022,5/15/2022,5/16/2022,274
TEL-1014037,MMVOG9V7RE,5/25/2021,6/19/2021,7/10/2021,19
TEL-1002606,FU7OYTDVIJ,8/6/2022,8/31/2022,9/9/2022,117
TEL-1005083,FU7OYTDVIJ,4/17/2022,5/12/2022,6/4/2022,121
TEL-1006838,FU7OYTDVIJ,4/11/2021,5/6/2021,4/17/2021,33
TEL-1011297,FU7OYTDVIJ,9/1/2021,9/26/2021,9/9/2021,194
TEL-1014256,FU7OYTDVIJ,4/15/2022,5/10/2022,5/6/2022,268
TEL-1002607,3SQPEGZAKZ,6/4/2022,6/29/2022,6/24/2022,125
TEL-1003065,3SQPEGZAKZ,6/29/2022,7/24/2022,7/20/2022,212
TEL-1011911,3SQPEGZAKZ,12/23/2021,1/17/2022,2/1/2022,172
TEL-1012013,3SQPEGZAKZ,12/16/2022,1/10/2023,12/26/2022,300
TEL-1002608,4OOYNHEL0J,9/26/2022,10/21/2022,10/13/2022,156
TEL-1010735,4OOYNHEL0J,11/19/2021,12/14/2021,12/22/2021,107
TEL-1002611,NA4578HCDF,3/2/2021,3/27/2021,3/7/2021,70
TEL-1009667,NA4578HCDF,3/1/2022,3/26/2022,3/18/2022,211
TEL-1002613,O864ZUXKC9,3/1/2022,3/26/2022,3/2/2022,177
TEL-1005709,O864ZUXKC9,9/17/2022,10/12/2022,10/10/2022,246
TEL-1002616,XOLJBLDUQM,11/10/2021,12/5/2021,11/26/2021,772
TEL-1004047,XOLJBLDUQM,3/4/2022,3/29/2022,3/4/2022,647
TEL-1005660,XOLJBLDUQM,6/16/2021,7/11/2021,7/11/2021,597
TEL-1011586,XOLJBLDUQM,9/7/2022,10/2/2022,9/18/2022,577
TEL-1002618,SRA3I9MI45,11/14/2022,12/9/2022,11/21/2022,235
TEL-1002926,SRA3I9MI45,8/5/2021,8/30/2021,8/8/2021,228
TEL-1014432,SRA3I9MI45,3/23/2021,4/17/2021,4/8/2021,274
TEL-1002619,EYI67DNCEZ,8/12/2021,9/6/2021,8/19/2021,89
TEL-1005648,EYI67DNCEZ,6/18/2022,7/13/2022,7/21/2022,290
TEL-1005967,EYI67DNCEZ,1/3/2022,1/28/2022,1/5/2022,81
TEL-1008785,EYI67DNCEZ,3/29/2021,4/23/2021,5/13/2021,19
TEL-1013813,EYI67DNCEZ,7/19/2022,8/13/2022,7/22/2022,44
TEL-1014423,EYI67DNCEZ,11/12/2021,12/7/2021,12/16/2021,22
TEL-1002622,6RD26UJFP9,5/22/2022,6/16/2022,5/23/2022,216
TEL-1004914,6RD26UJFP9,12/11/2021,1/5/2022,1/12/2022,79
TEL-1006225,6RD26UJFP9,12/30/2021,1/24/2022,2/8/2022,63
TEL-1006278,6RD26UJFP9,12/27/2022,1/21/2023,2/2/2023,237
TEL-1010178,6RD26UJFP9,9/24/2021,10/19/2021,11/11/2021,95
TEL-1012240,6RD26UJFP9,5/16/2021,6/10/2021,5/24/2021,118
TEL-1012356,6RD26UJFP9,11/22/2021,12/17/2021,11/25/2021,217
TEL-1012696,6RD26UJFP9,6/14/2021,7/9/2021,6/23/2021,275
TEL-1002623,XO6OV7BY2P,6/5/2022,6/30/2022,6/10/2022,149
TEL-1005929,XO6OV7BY2P,8/26/2022,9/20/2022,9/27/2022,73
TEL-1011477,XO6OV7BY2P,6/1/2022,6/26/2022,6/20/2022,266
TEL-1013775,XO6OV7BY2P,7/17/2022,8/11/2022,8/22/2022,277
TEL-1002627,V6CBI0FCFW,12/9/2022,1/3/2023,12/26/2022,69
TEL-1007890,V6CBI0FCFW,12/25/2022,1/19/2023,1/26/2023,71
TEL-1013688,V6CBI0FCFW,3/17/2021,4/11/2021,4/24/2021,299
TEL-1002628,SPL6XI6HWS,10/27/2022,11/21/2022,11/10/2022,217
TEL-1003745,SPL6XI6HWS,10/12/2022,11/6/2022,11/18/2022,144
TEL-1007427,SPL6XI6HWS,10/17/2022,11/11/2022,10/31/2022,196
TEL-1002630,USI76WGQYY,5/22/2022,6/16/2022,5/27/2022,251
TEL-1008717,USI76WGQYY,1/13/2021,2/7/2021,1/23/2021,172
TEL-1009226,USI76WGQYY,4/20/2021,5/15/2021,4/24/2021,81
TEL-1002631,PMFE7TECGM,6/5/2022,6/30/2022,6/7/2022,120
TEL-1003403,PMFE7TECGM,6/18/2021,7/13/2021,8/3/2021,295
TEL-1010944,PMFE7TECGM,12/18/2021,1/12/2022,1/23/2022,11
TEL-1013686,PMFE7TECGM,1/17/2021,2/11/2021,2/26/2021,233
TEL-1002632,NSIPLGEE62,5/20/2021,6/14/2021,7/6/2021,145
TEL-1008077,NSIPLGEE62,8/31/2021,9/25/2021,9/22/2021,197
TEL-1010750,NSIPLGEE62,6/16/2022,7/11/2022,7/15/2022,279
TEL-1002634,NA6CJQI8I1,8/19/2022,9/13/2022,9/22/2022,190
TEL-1012111,NA6CJQI8I1,2/26/2022,3/23/2022,3/29/2022,199
TEL-1002635,I7YFMDBZFS,1/15/2022,2/9/2022,1/16/2022,134
TEL-1002640,V9KV8YDZV7,9/11/2022,10/6/2022,10/29/2022,205
TEL-1002791,V9KV8YDZV7,8/12/2021,9/6/2021,9/26/2021,137
TEL-1002641,C70GSWO143,6/9/2021,7/4/2021,7/17/2021,285
TEL-1007281,C70GSWO143,4/1/2022,4/26/2022,5/19/2022,205
TEL-1007412,C70GSWO143,2/20/2022,3/17/2022,4/1/2022,184
TEL-1011039,C70GSWO143,2/1/2022,2/26/2022,3/13/2022,271
TEL-1002645,82A7E1AVSG,3/18/2022,4/12/2022,4/24/2022,25
TEL-1004162,82A7E1AVSG,2/8/2021,3/5/2021,2/19/2021,36
TEL-1002646,VASGWVXYSZ,12/30/2021,1/24/2022,1/8/2022,209
TEL-1003284,VASGWVXYSZ,3/8/2022,4/2/2022,3/12/2022,21
TEL-1005565,VASGWVXYSZ,12/13/2021,1/7/2022,12/26/2021,54
TEL-1006727,VASGWVXYSZ,8/8/2021,9/2/2021,8/30/2021,199
TEL-1008587,VASGWVXYSZ,5/31/2021,6/25/2021,6/28/2021,191
TEL-1002648,YV2EWUNTPC,10/4/2021,10/29/2021,11/21/2021,233
TEL-1011089,YV2EWUNTPC,12/19/2021,1/13/2022,12/21/2021,297
TEL-1002649,OGIYCI05LW,10/31/2022,11/25/2022,12/18/2022,21
TEL-1006412,OGIYCI05LW,2/10/2022,3/7/2022,3/13/2022,112
TEL-1002653,X2T20KHOCO,5/1/2022,5/26/2022,6/8/2022,116
TEL-1014203,X2T20KHOCO,10/30/2021,11/24/2021,12/9/2021,18
TEL-1002655,VODUNDAPUQ,7/17/2022,8/11/2022,8/16/2022,259
TEL-1004131,VODUNDAPUQ,8/15/2022,9/9/2022,8/29/2022,157
TEL-1013141,VODUNDAPUQ,2/14/2021,3/11/2021,3/5/2021,130
TEL-1002656,5WJS5V96FQ,4/23/2021,5/18/2021,5/1/2021,280
TEL-1002657,C15MIBXY1G,3/12/2022,4/6/2022,4/11/2022,258
TEL-1002781,C15MIBXY1G,11/11/2022,12/6/2022,12/10/2022,178
TEL-1006176,C15MIBXY1G,4/5/2022,4/30/2022,5/2/2022,12
TEL-1010972,C15MIBXY1G,3/5/2022,3/30/2022,3/15/2022,211
TEL-1002659,TI1UTHGDSI,5/28/2022,6/22/2022,7/10/2022,188
TEL-1011002,TI1UTHGDSI,3/27/2021,4/21/2021,4/2/2021,91
TEL-1012814,TI1UTHGDSI,10/17/2022,11/11/2022,10/21/2022,120
TEL-1002660,W6CF50A5YB,2/2/2021,2/27/2021,3/23/2021,219
TEL-1004825,W6CF50A5YB,12/16/2022,1/10/2023,1/26/2023,66
TEL-1008344,W6CF50A5YB,11/25/2022,12/20/2022,12/29/2022,118
TEL-1009859,W6CF50A5YB,7/11/2021,8/5/2021,8/15/2021,143
TEL-1002662,WFK5WAFJC2,4/19/2021,5/14/2021,5/31/2021,218
TEL-1003717,WFK5WAFJC2,12/26/2022,1/20/2023,1/27/2023,179
TEL-1005605,WFK5WAFJC2,3/29/2022,4/23/2022,4/11/2022,116
TEL-1007517,WFK5WAFJC2,8/19/2021,9/13/2021,8/27/2021,13
TEL-1008854,WFK5WAFJC2,11/19/2021,12/14/2021,1/3/2022,224
TEL-1009514,WFK5WAFJC2,10/18/2021,11/12/2021,11/8/2021,295
TEL-1002663,O320O5ULOS,4/2/2021,4/27/2021,4/19/2021,149
TEL-1012398,O320O5ULOS,12/20/2022,1/14/2023,12/23/2022,200
TEL-1002664,FWP5U5I1FK,1/21/2022,2/15/2022,2/24/2022,148
TEL-1014232,FWP5U5I1FK,5/24/2021,6/18/2021,6/1/2021,48
TEL-1002665,4GTBGWVZGS,2/23/2022,3/20/2022,3/6/2022,37
TEL-1013796,4GTBGWVZGS,3/1/2021,3/26/2021,3/12/2021,104
TEL-1002666,ASGYFGA8KV,9/23/2021,10/18/2021,10/16/2021,276
TEL-1003308,ASGYFGA8KV,7/13/2021,8/7/2021,8/1/2021,297
TEL-1004665,ASGYFGA8KV,10/3/2022,10/28/2022,11/16/2022,269
TEL-1006966,ASGYFGA8KV,6/7/2022,7/2/2022,6/18/2022,161
TEL-1009048,ASGYFGA8KV,5/30/2021,6/24/2021,6/14/2021,218
TEL-1011347,ASGYFGA8KV,8/1/2022,8/26/2022,9/11/2022,234
TEL-1002667,DKO7JCKLP5,4/25/2021,5/20/2021,5/22/2021,690
TEL-1007945,DKO7JCKLP5,4/23/2022,5/18/2022,5/21/2022,666
TEL-1010191,DKO7JCKLP5,11/12/2021,12/7/2021,12/22/2021,688
TEL-1002668,ZSX2DC9QXQ,6/25/2021,7/20/2021,6/28/2021,88
TEL-1004622,ZSX2DC9QXQ,1/7/2022,2/1/2022,2/5/2022,68
TEL-1011265,ZSX2DC9QXQ,3/24/2021,4/18/2021,3/26/2021,121
TEL-1011518,ZSX2DC9QXQ,10/27/2021,11/21/2021,12/7/2021,149
TEL-1002670,S5MUP4FFSG,8/4/2021,8/29/2021,9/13/2021,139
TEL-1002908,S5MUP4FFSG,2/1/2021,2/26/2021,3/10/2021,129
TEL-1003571,S5MUP4FFSG,6/10/2021,7/5/2021,7/23/2021,56
TEL-1006318,S5MUP4FFSG,2/13/2021,3/10/2021,3/30/2021,149
TEL-1011326,S5MUP4FFSG,11/28/2022,12/23/2022,1/2/2023,84
TEL-1002671,ZE6PRKFFP9,9/9/2021,10/4/2021,9/9/2021,102
TEL-1013035,ZE6PRKFFP9,2/21/2022,3/18/2022,3/28/2022,200
TEL-1002673,1SQTG5FHNE,1/14/2022,2/8/2022,1/21/2022,72
TEL-1003399,1SQTG5FHNE,10/19/2021,11/13/2021,11/15/2021,220
TEL-1004335,1SQTG5FHNE,11/9/2022,12/4/2022,11/28/2022,232
TEL-1005993,1SQTG5FHNE,6/28/2021,7/23/2021,7/14/2021,252
TEL-1006504,1SQTG5FHNE,12/28/2021,1/22/2022,12/31/2021,276
TEL-1010831,1SQTG5FHNE,9/24/2021,10/19/2021,11/5/2021,10
TEL-1011096,1SQTG5FHNE,7/8/2022,8/2/2022,7/10/2022,30
TEL-1002674,JOWSMXSW8H,10/15/2021,11/9/2021,11/28/2021,164
TEL-1006864,JOWSMXSW8H,5/14/2022,6/8/2022,5/17/2022,129
TEL-1007072,JOWSMXSW8H,10/6/2022,10/31/2022,11/17/2022,16
TEL-1011009,JOWSMXSW8H,11/8/2022,12/3/2022,11/9/2022,153
TEL-1002677,0VDOES9F68,10/9/2022,11/3/2022,10/13/2022,262
TEL-1003266,0VDOES9F68,4/1/2022,4/26/2022,4/14/2022,140
TEL-1004578,0VDOES9F68,11/4/2021,11/29/2021,12/15/2021,173
TEL-1002678,PPZGUMLASP,3/5/2021,3/30/2021,4/1/2021,24
TEL-1011861,PPZGUMLASP,12/18/2022,1/12/2023,1/9/2023,43
TEL-1002679,PX76HR10C3,12/16/2021,1/10/2022,1/15/2022,85
TEL-1005191,PX76HR10C3,11/12/2022,12/7/2022,12/12/2022,144
TEL-1007104,PX76HR10C3,3/19/2022,4/13/2022,3/19/2022,99
TEL-1013716,PX76HR10C3,3/19/2021,4/13/2021,3/22/2021,115
TEL-1002680,DNUNPFDNZG,10/25/2022,11/19/2022,12/1/2022,26
TEL-1006716,DNUNPFDNZG,7/3/2022,7/28/2022,8/1/2022,120
TEL-1008030,DNUNPFDNZG,8/21/2021,9/15/2021,9/7/2021,119
TEL-1010741,DNUNPFDNZG,4/27/2021,5/22/2021,5/8/2021,295
TEL-1014896,DNUNPFDNZG,8/10/2021,9/4/2021,8/10/2021,298
TEL-1002682,QOM0FMCSVF,5/29/2021,6/23/2021,6/28/2021,273
TEL-1003090,QOM0FMCSVF,12/17/2021,1/11/2022,1/20/2022,99
TEL-1011887,QOM0FMCSVF,8/26/2022,9/20/2022,9/8/2022,21
TEL-1002686,FLOGM6LW2N,2/15/2021,3/12/2021,3/20/2021,178
TEL-1005835,FLOGM6LW2N,3/20/2022,4/14/2022,3/28/2022,24
TEL-1011025,FLOGM6LW2N,4/8/2021,5/3/2021,5/15/2021,202
TEL-1002687,NL1S07K2NJ,3/19/2022,4/13/2022,4/18/2022,163
TEL-1011594,NL1S07K2NJ,5/9/2022,6/3/2022,5/27/2022,229
TEL-1012329,NL1S07K2NJ,10/9/2022,11/3/2022,11/3/2022,64
TEL-1002688,FHOAFETDA6,8/10/2022,9/4/2022,8/29/2022,191
TEL-1002689,7N2V6CWSWJ,5/28/2021,6/22/2021,5/28/2021,228
TEL-1006646,7N2V6CWSWJ,9/10/2021,10/5/2021,10/9/2021,179
TEL-1009631,7N2V6CWSWJ,10/4/2022,10/29/2022,10/22/2022,207
TEL-1002690,1L4EZVQL0O,6/13/2021,7/8/2021,6/14/2021,67
TEL-1004210,1L4EZVQL0O,6/1/2022,6/26/2022,7/18/2022,48
TEL-1006130,1L4EZVQL0O,1/12/2022,2/6/2022,2/14/2022,249
TEL-1010550,1L4EZVQL0O,8/13/2021,9/7/2021,9/10/2021,282
TEL-1013846,1L4EZVQL0O,6/9/2021,7/4/2021,7/27/2021,280
TEL-1002691,KLSRH63TZW,1/20/2021,2/14/2021,3/10/2021,30
TEL-1003080,KLSRH63TZW,8/3/2021,8/28/2021,8/26/2021,77
TEL-1006631,KLSRH63TZW,11/27/2022,12/22/2022,11/30/2022,237
TEL-1013851,KLSRH63TZW,10/7/2022,11/1/2022,10/11/2022,270
TEL-1002692,FR1KSH3ZUS,12/11/2022,1/5/2023,1/1/2023,255
TEL-1004295,FR1KSH3ZUS,7/29/2021,8/23/2021,8/7/2021,141
TEL-1005243,FR1KSH3ZUS,1/30/2022,2/24/2022,2/4/2022,51
TEL-1010571,FR1KSH3ZUS,7/10/2022,8/4/2022,7/30/2022,51
TEL-1002693,BTZHEQF6RL,11/1/2022,11/26/2022,11/9/2022,121
TEL-1007889,BTZHEQF6RL,5/12/2021,6/6/2021,6/20/2021,206
TEL-1002695,1RSHBYXUK0,8/24/2022,9/18/2022,9/19/2022,287
TEL-1003579,1RSHBYXUK0,6/5/2022,6/30/2022,6/11/2022,168
TEL-1011223,1RSHBYXUK0,10/27/2021,11/21/2021,11/5/2021,56
TEL-1002699,UONPLSBXIW,9/3/2021,9/28/2021,10/6/2021,214
TEL-1002752,UONPLSBXIW,3/16/2021,4/10/2021,4/21/2021,165
TEL-1003741,UONPLSBXIW,5/3/2021,5/28/2021,6/6/2021,155
TEL-1014873,UONPLSBXIW,2/20/2022,3/17/2022,3/8/2022,59
TEL-1002700,44K5J1TZBM,6/8/2022,7/3/2022,7/9/2022,27
TEL-1007076,44K5J1TZBM,11/4/2021,11/29/2021,11/10/2021,72
TEL-1007843,44K5J1TZBM,8/25/2022,9/19/2022,10/1/2022,133
TEL-1012983,44K5J1TZBM,6/17/2021,7/12/2021,6/17/2021,197
TEL-1002701,SDMNVHVEKQ,12/22/2021,1/16/2022,2/8/2022,40
TEL-1007442,SDMNVHVEKQ,6/6/2022,7/1/2022,6/12/2022,130
