Customer_id,imei_tac,brand_name,model_name,os_name,os_vendor
AW8KXJNGRE,f8383ea225dba1935901fa4aadee95c6,SYMPHONY,D19,,
MC3T40VCU6,8e8053dc411094652657c970e0909a0d,SYMPHONY,T105,,
8C11OOEXY0,f6cb438228163a8bb01a118a54bd6a1b,LAVA,IRIS 50,Android,Google
67WRTXQT7C,5a5c6d12cbd375a2a9c8af5d00576178,APPLE,IPHONE 7 (A1778),iOS,Apple
N0ZTE3O1ZY,015300512c647f1d2e6c167790897ff6,LINNEX,LE29,,
94HA8FAO31,d0066bc769feeb55225a63f325ea8370,SAMSUNG,GALAXY FAME (GT-S6810P),Android,Google
SN4M55HTJJ,6a48919dcc8b09577b818aaea35b12f1,WALTON,PRIMO G7,Android,Google
JMW6PHHRZE,fa853beadf3fce97bb30a6f5c72fb8d9,LAVA,IRIS 702,Android,Google
G0BZ3Y8HGN,a838d0b67fc0def966d330b8e9c3f638,OPPO,A37 (A37FW),Android,Google
R3UDCNC0H0,d840d8b9ecd4fe6b6a5f5a6da190424a,XIAOMI,REDMI 4A (2016111),Android,Google
MY8OQO9F54,4034f5f70a3cd70327df357e16b9128d,NOKIA,3310 DS (TA-1030),Proprietary OS,Proprietary OS
6FV0L2TD3B,e11775bfe379d022d5714ae7e564d7f1,SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google
56WERVP92M,b950c3154d450f8046ae257d0859934b,MAXIMUM,MOBILE PHONE MB100,,
P8RDKY8M47,225aa0364a89a3d610bdbdbc410a7bce,HUAWEI,Y3 2017 (CRO-U00),Android,Google
1T0T7IL26V,3a17976284ec1613d57156a7265e984d,WALTON,OLVIO P10,,
NVRS2LZB29,d0f3323948684c08e8ae8bc07021bac0,HEDY,M98,Proprietary OS,Proprietary OS
MBF8EDBBRC,62fdf398450ccd3bb816125e6d0ff0c9,WALTON,PRIMO NF2 PLUS,Android,Google
W7C132JNTM,16dc9330eacb36714f91861e6187709d,HUAWEI,Y6 II DUAL SIM (CAM-L21),Android,Google
2VYPFK5RIB,8d61dd47d667c27cddb02c34ac0be98a,SAMSUNG,GALAXY J7 (SM-J730F DS),Android,Google
S5MUP4FFSG,7c9dc825b82bc8bddf589cd3d92069e1,HUAWEI,Y5II (CUN-L03),Android,Google
1EBHDSTNYD,c231d7e3961a4674f43e4574bbf0cc52,LAVA,IRIS 821,Android,Google
RMFCIJHTN7,869d59de0dad8a6e192af2d1f8bf3883,NOKIA,150 DUAL SIM,,NOKIA
WYCH4DWYWM,27cec7bcf0f9233a03c510f9e911afb9,SAMSUNG,GALAXY J2 (SM-J200H),Android,Google
MSE0IEM0HP,5e264d98804664d75078f9b4bfbdf280,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
7M91Y7ZK61,e1215268a4afee60e69984d3fcc13ffa,WALTON,PRIMO H6 PLUS,Android,Google
I1KWYE72C3,445035141fa0d21fc9cc160f0355634b,SYMPHONY,I10,Android,Google
8WYH3RUUCC,1d738f626d4b49b189ca1aeeddcd8488,NOKIA,X2-05,Symbian OS,Symbian
C5DPES0C5C,00fee679f6ac8a4bdd10e211c86ce6d3,SAMSUNG,GALAXY J2 2016 (SM-J210F),Android,Google
CYL3P9R57C,a838d0b67fc0def966d330b8e9c3f638,OPPO,A37 (A37FW),Android,Google
R9829QA32K,445035141fa0d21fc9cc160f0355634b,SYMPHONY,I10,Android,Google
6EEQ71GS0G,e67fd7fb48087d9631ff2688073c2e3e,NOKIA,215 DUAL SIM,Symbian OS,Symbian
C20IBHWZ46,01602b17db594c85019018548e36fdc7,WALTON,OLVIO ML8,,
NFW48OIKQQ,1dc97fb8832b3e9d5bc5ccbec5aa1a1e,ITEL,IT5231,,
HYOYDBPH9T,0588cd5bbf3025ca086af0c6214c64b0,SYMPHONY,V32,Android,Google
QYN4LN4GVP,87c3a3241cf41cbcf214af57ed10ccfa,ITEL,S11 PLUS,Android,Google
RQ2I2HOOUT,fbb16444bf2d311ce05ea42ec6a5792b,SYMPHONY,"D27, W19, L25",Proprietary OS,Proprietary OS
SQWMKT4SIL,5f2e183ad04f5c72e953b68ff5c3ed9e,NOKIA,"105, 1050 (RM-908)",Series30,Symbian
E4855JWO2S,1c857de1f0e3f66ad3315f0c07cfe38f,ITEL,IT1513,Android,Google
XTTBJA2GQI,964f45e128f33e3aafdf839838f26d4e,MYCELL,M115,,
52FUKFV2OR,4d874027cce923d2900805b925b24519,MICROMAX,BOLT S300,Android,Google
C5W8JNO7P4,2e26b74738ee506ef29d1a8afc70aab8,KINGSTAR,"P1,P2,P3,P4,P5",,
0C23OTUTGG,157fcfc4a7dae482de544825e202e35a,WINSTAR,MOBILE PHONE S-4,,
QMWOZ8UOE0,0fab16856e5a6b89589caf3f857af7ac,HUAWEI,Y3II (LUA-U22),Android,Google
57A6QIFSR9,3c449014d3dc9823343caa4705c6278a,HUAWEI,Y3II (LUA-L03),Android,Google
99X3L79VWH,2a0cd6dc492be06a1657b39ba59b9634,PEACE,"MOBILE PHONE (P11,P22,P33,P44,P55)",BADA,Samsung
N8TLCA6JJI,5f9648949e593d4b277c73d087fccab1,SYMPHONY,"E10, E60, ZVI",Android,Google
DBWTI3IK2K,165acdb176c002cd45cab78630f5405b,SYMPHONY,"V60, P6, V40, T90, ZVI",Android,Google
KJRNUDRYSV,30ebb4d58bfa8c38d5b4260503612bee,NOKIA,6 DS (TA-1021),Android,Google
IKHV75H66L,3e6f5434b1b95800d8ab6e87c729cc62,ITEL,IT5622,Proprietary OS,Proprietary OS
ADRG6QFWJ1,2077e3b4de220002e0199c7ee6cda93b,SAMSUNG,GALAXY J1 (SM-J110HDD),Android,Google
XVGIQTF9PA,0132681362a7601fe8ad28b4bf4dfeeb,TITANIC MOBILE,PHONE T-110,,
3BF9B31H7G,4dc6a1fee831b2f5eff786b8881cf40f,MYCELL,"BEE7,BEE8,BEE9,MI11,MI12",Proprietary OS,Proprietary OS
W3JDTBUEIS,d515db108edb29117819487e80341f70,SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google
ETPDX1BPZQ,5db7d2b9fa97c0568ac5a67089b99d04,HUAWEI,Y336,Android,Google
3HIJ76TRX0,ccdc014c3e5d9b17fe68b03eba6806e0,WINMAX,"W206,W207,W208,W209",Android,Google
Q5CPRS9EF1,37efb3b8fbe269d7a3c62001c7e45fc5,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
14UJBRPOXK,a8e113e57482874cd07a4d088b2e2d9f,ITEL,IT5232,,
9SNNFT7LMP,e9af922e21c09bbc1502516bcfd05d48,MAXIMUS,S8,,
7HN12NBCQG,07352ffea9a8f30c1ea4e7eec707f05f,SYMPHONY,"V50, H150, V80, B13, M1",Android,Google
TNK4Z9N23C,f4b40b4bc78568f40476b9831d411805,SAMSUNG,METRO (SM-B313ED),Samsung OS,Samsung
DKWR6L67DW,399d8aaf001996da375ef6be11038e84,WALTON,"OLVIO ML4, L16, ML5, MM11, MM12",Proprietary OS,Proprietary OS
4JAX9F2PX5,2c192018f34eda0ecb97d61ba1593226,RIYA,"ORANGE PHONE B24,B26,B28,S10,S12",,
0N3KSFAE41,7892860033807d7adbbb8368408e4277,HUAWEI,MATE 9 LITE (GR5 2017),Android,Google
T4KJH56AWB,edd5f485a9453e220d0342142ae13a9f,NOKIA,6100,Series40,Symbian
9RDZ05DBH5,23da69315c2eaabb490b878f22154617,WESTERN,D34,,
ZMVGF9ET6J,7476f55f3c50dffa6286a19c67babc5e,SB TEL,"SYMPHONY B12, D115",Proprietary OS,Proprietary OS
TZ4SGKO09Q,94039b29e1267d49a7cd175e2799f53b,SB TEL,"SYMPHONY D57,KT15,FT06",,
RSPM9KD534,70a7607817808328fa4eff143bbdc5d4,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS
RKTS5U4HO4,e7074979589f925135b1ca2e47fae882,NOKIA,105 DS (TA-1034),Symbian OS,Symbian
Y6TFS6GFB9,8e660c9bcfea8edde5828b1fb39c3388,SAMSUNG,METRO (SM-B313ED),Samsung OS,Samsung
ASK294CKV8,cd513587bfcc7c7b7a5928e7bc7c196e,SYMPHONY,L23,,
XNS8EXNY0M,9234d9decb9c3a2258d530c5d68ad2bc,NOKIA,ASHA 310 (RM-911),Symbian OS,Symbian
RRDPZAHB04,8d9971455e289c11f03fb162f9268ff4,KINGSTAR,HERO 1 (H1),,
N9IV558UM5,a17ff895d223cb350d85ad809ef1008c,NOKIA,216 DUAL SIM (RM-1187),Nokia OS,Symbian
T68LG0CC67,18c0c432cf538ca68c5e4c30297ef325,NOKIA,1800,Proprietary OS,Proprietary OS
QXPZPO8SFL,1788ef704b266038a6c0a67b74a8bd70,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS
TPEOQEGCTJ,5f2675786a15dc7303e1e6b44b41a0dd,SAMSUNG,GALAXY S DUOS II (GT-S7582),Android,Google
2EXU3CJYRZ,51bf12900d722c16063df4eb1fe14185,HTC,DESIRE 826 DUAL (0PHC100),Android,Google
XCZRQF1L4I,bf4a73847de0b58802bec282454fea4d,SYMPHONY,P6 PRO,Android,Google
X4AYY48FOQ,f16733a2b000319dce737c7d416425b1,SYMPHONY,D22,,
QO35YRNADK,3bbd6d61f40f53b0bc22abbe62ca1d46,SB TEL,"H55, M90, D28, M85",Android,Google
OBPX8C99RK,1c0aaf36e08b913d3efc3709c888843e,WINMAX,"BD22,BD44,BD88,BD66",Symbian OS,Symbian
D20K6V61DO,42391592ecc42b7cfe0a9386d3d3c9a9,SAMSUNG,GALAXY CORE II DUOS (SM-G355H),Android,Google
ZRMR9EU7NO,e4a8ff492a04b81979d4bd39b8656757,LITEEL,LITETEL LT2401,,
P8UFREOSHQ,2bc980f08964dc2c7e94bdf5448b3339,NOKIA,105 DS (TA-1034),Symbian OS,Symbian
JPH55ZHUDJ,e17bb8a3ff897a486e6085cc11c055f9,SAMSUNG,GALAXY GRAND NEO DS (GT-I9060),Android,Google
AZ1VGKAHD3,7c3c6fb05f432268ae3dbbc874ab1e53,SAMSUNG,GALAXY J5 2016 (SM-J510F DS),Android,Google
5KQC4SW75L,7b4769ebda52245032886be020023d99,MAXIMUS,M50C,Proprietary OS,Proprietary OS
YOZYBXMFS6,8a4fad786bd66ca9bbd6be4a55de3e41,MICROMAX,X701,,
4NJCRFXHE9,bde0eb87f9261e89591eeb5d1dd11a53,MICROMAX,X088,Proprietary OS,Proprietary OS
ZD99NZ8Y6V,6ce3c7f1c7677b86d5f8a5799038b4f1,SONYERICSSON,"XPERIA Z (C6602,L36H)",Android,Google
JRAUPFU0JS,1cf6092af3b8d97cabbe7cd04b43e06d,APPLE,IPHONE 6S PLUS (A1687),iOS,Apple
WD6H6BK7KL,e842674bd138320da7715ba8356824b5,MICROMAX,A37B,Android,Google
Z0I2J4EZBS,be08c0d7edfea29e13a8f5e82a93d52a,SAMSUNG,GALAXY TREND DUOS (GT-S7392),Android,Google
1MU0PWDWE0,d3094e99427dc83b47d7e9cae4d15948,SYMPHONY,S50,,
G1PHL3M6M9,2f1cec5179e5f8191380e204dda091df,HUAWEI,ENJOY 5 DUAL SIM TD-LTE (TIT-AL00),Android,Google
1OKG9AZNME,9a97ecd99390be0d966a8b0bf083e537,SAMSUNG,GALAXY ACE (GT-S5830I),Android,Google
WGZBRB3061,e9b2de9db0f3d98e811086259484febb,LENOVO,K6,Android,Google
KTFTSFG246,1cfc6b6ad04cc21bc392a3998e086a6b,SAMSUNG,GALAXY J1 ACE (SM-J106B DL),Android,Google
O2O49ZHEXK,9e52207a6e46b6740ca6b70d7fec29b9,SAMSUNG,GALAXY S8 (SM-G950F),Android,Google
P8GRR5HPKZ,34283700c6d3d6b0ed893d8da71f4d73,SB TEL,"SYMPHONY D29, L18, STUDIO 50",Proprietary OS,Proprietary OS
JM3TUQYLI7,34283700c6d3d6b0ed893d8da71f4d73,SB TEL,"SYMPHONY D29, L18, STUDIO 50",Proprietary OS,Proprietary OS
KBDQJCWUQ7,88d26e3736234cb098c150f48301cbab,NOKIA,105 (RM-1134),Symbian OS,Symbian
Q63B0XMSNE,e9e5109f07a77e9e5790bde9fc346de8,SYMPHONY,"L25, FT42, W130, W69",Proprietary OS,Proprietary OS
A9KKIEQ6NU,fc8a9dac0f8b3fa0f6f143592f221562,HUAWEI,ASCEND Y600-U20,Android,Google
SFC0GN8VXE,4a9809102e479a4f66ce6534053e95be,SAMSUNG,GALAXY J7 DUOS LTE (SM-J710F DS),Android,Google
DIXINNJ8LQ,3e6f5434b1b95800d8ab6e87c729cc62,ITEL,IT5622,Proprietary OS,Proprietary OS
8ENFU26CZ6,b821c6d5e0ccef125531049192bb85c9,SYMPHONY,P8 PRO,,
53XD2L3Q9B,9286e3ea6db8086544372bb4deb1116c,HUAWEI,Y3II (LUA-L03),Android,Google
JNH2WGO3V3,b68c0057469f64fcaa2c66814d4ae90d,SYMPHONY,V75,Android,Google
NCD53GXQBW,26891741337adaf79a1a8bf7562207c4,SAMSUNG,GALAXY ON5 2016 (SM-G570F DS),Android,Google
ZJJN9QK1RL,fc6ba6b569cd5c8d19f21c584938bd83,ITEL,IT5231,,
IABAPRAJXO,6e86810abf73dce235e8014efbc65ab3,SAMSUNG,GALAXY Y (GT-S5360),Android,Google
2ZNCC8FBRP,9d53cb0397fe25c9b86751c2cc355011,XIAOMI,REDMI NOTE 4X (2016101),Android,Google
5NGS4LDOIN,857842c019876b29be15cebbbf1b93b7,SAMSUNG,SM-J600F DS,Samsung OS,Samsung
361YDZYLEI,97d71c5705b88d5350190afa5fea6fa6,SYMPHONY,FT10,Proprietary OS,Proprietary OS
LOMG04LU0I,f21a9a50d32be5c4ce06d7ec6ae7e25f,NOKIA,108 DUAL SIM (RM-944),Series30,Symbian
7JCWRXNI7M,1519efc609dc9f7cc9c9dfb652586a41,XIAOMI,REDMI 4X,Android,Google
5HO37BEO6V,1d72902f557d367de1343ac192a35bd3,LAVA,IRIS 512,Android,Google
CUKSJB58I3,f16733a2b000319dce737c7d416425b1,SYMPHONY,D22,,
4RLEPACVR6,b51790dfd4553840e7af7e5d57efcbf1,SAMSUNG,GALAXY J7 DUOS LTE (SM-J700FDD),Android,Google
TA7I2VK368,9df1dcad570dabf323f8b8be15d2f90d,SMARTA,C11,,
A9ML9F9FZZ,a2b7a00381dc88fcdc6e1ea35722ac81,WALTON,PRIMO G8,Android,Google
8O6MNB9GY7,34283700c6d3d6b0ed893d8da71f4d73,SB TEL,"SYMPHONY D29, L18, STUDIO 50",Proprietary OS,Proprietary OS
RFE2DP7FIV,1dc97fb8832b3e9d5bc5ccbec5aa1a1e,ITEL,IT5231,,
JUWO875HBP,968f0a7666cef9ff49befd777ae931e7,SYMPHONY,P9,Android,Google
HMET2EY5UF,e11775bfe379d022d5714ae7e564d7f1,SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google
VI9HCH5PTG,00fe8baceebdf297ea146f909f58050a,G-PHONE,"GP14,GP15,GP16,T66,T77",Proprietary OS,Proprietary OS
70ID1VTH7D,5cf0753e403737af92065e1be0245bb8,NOKIA,LUMIA 1520 (RM-937),Windows phone,Microsoft
7X0L961RCU,e8d977fded68f6a8cc706f771dad2969,SAMSUNG,GALAXY A5 (SM-A510K),Android,Google
LMNBMMZE66,872ef2c86f01b6c9a8a77d4f85b9fd07,NOKIA,3310 DS (TA-1030),Proprietary OS,Proprietary OS
38L9MNAWV7,a214f011d36d222d6930629d0306198b,ITEL,IT5231,,
P3CSMHSZTP,8ddb7062ab4ae159cbdd0db24312f118,ITEL,IT6110,,
IS60AYEOR3,c69d75f3b917fc718cd39c1b66a0a318,SAMSUNG,GALAXY J7 PRIME (SM-G610F DS),Android,Google
O9E7DF7KAP,0efc79e7963c04881810c282c2ff879d,SYMPHONY,T8,Proprietary OS,Proprietary OS
WV0T18TV6C,6164acc888a0c91c955819741141cd50,ITEL,IT2180,Proprietary OS,Proprietary OS
XNWLDA5Q85,a92dacd6a0489e46f8d56ada5416816b,RANGS,"J9, J10, J101, J102, Z7",Proprietary OS,Proprietary OS
LMUCWB7PL7,81cc942a10ccf74a26cefd430b4fe3d1,NOKIA,108 DUAL SIM (RM-944),Series30,Symbian
FLOGM6LW2N,19fc3303862c3e139f9c0edce68ee841,SAMSUNG,GALAXY ACE STYLE LTE (SM-G357FZ),Android,Google
ASGYFGA8KV,8bf74a3d32d2e908f2658275ab5a0972,LITEEL,LITETEL LT1802,,
6NF2783BAH,3bbd6d61f40f53b0bc22abbe62ca1d46,SB TEL,"H55, M90, D28, M85",Android,Google
4TEWNKHDGK,e032d870f74db5058d5c024a87ef2121,SONYERICSSON,"W100 SPIRO,W100I",Symbian OS,Symbian
5FFM6S4GZL,8a42b5630e457bcd29aa327a480bc776,SAMSUNG,GALAXY A3 (SM-A300H),Android,Google
61WDQLOSER,be72759939640427b4c9c350a689c52b,SYMPHONY,V75,Android,Google
LU3TG4INOK,31db0b202defd185cc34f37cc4dc3ac3,NOKIA,"1280, 1282",Symbian OS,Symbian
R5WIY3Q9HO,4e90a0d4c97663817a639a85bf31d8e0,HUAWEI,Y5 (2017),Android,Google
7VVWQ214A1,b2af1eab5eae45cecfc6b9fa9f77705b,SAMSUNG,METRO 312 (SM-B312E),Samsung OS,Samsung
MX4UEF6ZAQ,b5dd5c30aaeef986e7482a1788adff60,SAMSUNG,GALAXY J2 DUOS (SM-J200F DS),Android,Google
GAOTY9C0TT,3814a423e3cdb6027053c45156ae038c,SAMSUNG,GALAXY CORE PRIME (SM-G360H),Android,Google
G3T75C46R7,c84dab1edfa843e2c64eac58207db389,SAMSUNG,GALAXY A5 (SM-A500L),Android,Google
B7IMW22BXJ,cd238ee1c4676027149b58e569f9d296,WALTON,OLVIO ML12,,
53ZPVS5WLX,6782442d6714d5f71193f83e978e59a3,SAMSUNG,GALAXY J2 DUOS (SM-J200F DS),Android,Google
GODIDU60G2,ddf27613320a58064d21734b8e988f2b,SAMSUNG,GALAXY GRAND DUOS (GT-I9082),Android,Google
IP3RHG4T7V,5b88b86f5d0cf6f5aca4122f16249dfd,SYMPHONY,"BL50, W18, P5, A50",Proprietary OS,Proprietary OS
VJNG75VX0N,3489093a90ebe716c0fe8d3a4b4a3125,NOKIA,1600,,
Z4J39LW3B0,d85c9379fdf0ef707388f2e9f5199a6b,SYMPHONY,L16,,
FMRYZKCD0Q,5186c727141582d49011f8865d641c1d,NOKIA,103,Symbian OS,Symbian
VVVQ6AMGVZ,c0ffcea6c37972a91b0fccceab004800,HUAWEI,ENJOY 5 DUAL SIM TD-LTE (TIT-AL00),Android,Google
8XGMBO407P,7c4f5222c55753855302fa1a131aba6e,NOKIA,"C1-01, C1 03",Symbian OS,Symbian
6X95ZCRBMI,6b33bc4c61f1a33d4d42dd15921e78bd,NOKIA,108 DUAL SIM (RM-944),Series30,Symbian
OH812J8V2J,81d567ad27a3b8b97243cade0c8d9fbc,SYMPHONY,T150,,
HGKMUAXBN5,84c9a71fc9747de76f7ac4838b555a86,,,,
IEOZOK721K,70a7607817808328fa4eff143bbdc5d4,SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS
SBGINCPFRX,7ca5a877b4a40ceec8a2f036e69a70f8,NOKIA,105 DUAL SIM (RM-1133),Symbian OS,Symbian
FIDZDATH7P,9e89e8f56164fca57f56179f9380f641,APPLE,IPHONE 4S (A1387),iOS,Apple
K3VDWTTWTJ,be72759939640427b4c9c350a689c52b,SYMPHONY,V75,Android,Google
BPBJON1HH6,d284da35df0f5ae63c85665c363943f1,WALTON,OLVIO L10,,
KTMJFLDXJF,d032f72960f9da8034274c431f86efe1,SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google
IRUOJ4T50A,46d3799a240b435157d22dbef4db5ac5,SYMPHONY,"D52I, H200, H20, D53I",Proprietary OS,Proprietary OS
FQ49U1G4HK,4753474987e023db0aa58d7ec700af2b,SAMSUNG,GALAXY S VI (SM-G920F),Android,Google
VDETUKQNX6,8cc861d98df56bda2ce3db391f394315,NOKIA,105 DUAL SIM (RM-1133),Symbian OS,Symbian
4HLGAG3XWZ,445a21a21f84a6d8df26d4a6b9f872a4,LITEEL,LITETEL LT1850,,
U0H0ZX23DZ,246fbe596470b86d646f790542177af7,SYMPHONY,D19,,
HHEUSZ2BGV,41b8cefb2cddf336606385c6fbb8d964,ASUS,ZENFONE 2 LASER DUAL SIM LTE (ZE500KL),Android,Google
BRFZD2A10Y,c1a58f6ed5a318e45312d865d2b1cfd5,HOTWAV,VENUS R8,Android,Google
NA4578HCDF,3b91b28c977886f58210f219e4a79b5a,SYMPHONY,I10 PLUS,Android,Google
9QZD5XA4NX,d52f1305d982fadd62a73086cc81e50e,SAMSUNG,GALAXY J7 DUOS LTE (SM-J700FDD),Android,Google
I11HA5HQY3,e46f519d0b9ce09b8918719f31248eaf,SAMSUNG,GALAXY S DUOS II (GT-S7582),Android,Google
9T4JGX8V4W,fa8f00457923fa6d3d831a4e4ffa60e9,TITANIC MOBILE,PHONE T-1,,
3E5N9DC3N1,76c40b45cbc3a4f55980c7829798e1e8,SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google
2U2T2LSQQ5,f8383ea225dba1935901fa4aadee95c6,SYMPHONY,D19,,
T17QXD0CWL,1d804ffd95f9c909ad7cfaa2a34ef617,OPPO,CPH1723,Android,Google
DS6WUFDQDL,7a8c518ab3153043d60b27b65235de10,BLEPHONE TECH,K5,,
B9DGQYALJK,bd3f97d873e840dff54657aff25208ed,WALTON,PRIMO GM2 PLUS,Android,Google
RBS8X3SZJ9,b821c6d5e0ccef125531049192bb85c9,SYMPHONY,P8 PRO,,
5TJLF27695,8b3437e35da915851101873a66934abf,MAXIMUS,S9,,
DTLFYY4MCQ,3f69edccd347702cad24167ecd703c03,SONYERICSSON,XPERIA Z2 LTE-A (D6503),Android,Google
UN3IJ0RSIR,42116e2cfbf7bee3ae4c4276cf1aaae3,HUAWEI,Y5II (CUN-L03),Android,Google
F1QIFX40Z2,c173b0d016d2e264fafd4a676ae361fa,SAMSUNG,SGH-P700,Samsung OS,Samsung
E51D0ZEH9E,e796d777fed47c56dd0183edafe39a6b,NOKIA,"ASHA 309, 3090",Symbian OS,Symbian
FH14HQILM2,ceedb0948d34706fbd3bfb2c605dc36d,SYMPHONY,B13I,,
HCCFTWA4NQ,55a43196882f0301b4a99eae81cbd70d,MAXIMUS,M11,Proprietary OS,Proprietary OS
Y4LPIPQ0X7,00f772402f56dbacc3b81453c6737d58,WESTERN,D32,,
CLH0N4J0YI,fba1e77888015f85fb83ebd16012bc8f,SAMSUNG,GALAXY A6 (SM-A600F DS),Android,Google
B7WP7OYUFD,66b68cfc9666cf02c33f7c3181c84cea,MYCELL,"BEE17,BEE19, BEE18,M103,M104",Proprietary OS,Proprietary OS
CT3SV69H7P,bb17d3a28708e83b8c40e7e23e810386,SAMSUNG,GALAXY S VI DUOS LTE-A (SM-G920FD),Android,Google
XBGDETVBMK,89d28711ddb87312b01707816322a9bc,APPLE,IPHONE 5S (A1533),iOS,Apple
ESD7FCRVWO,3a61cbece648e4fc0a2bd6017471c4fb,ITEL,S11,Android,Google
RED2ZSM174,3152ab0f1cc17f183a5f95913eb09041,LEPHONE,LECOM 3100,,
GKAXD4XNW3,1021ebf79b806fffd7e54f8a2eb09c7a,ITEL,IT5020,Proprietary OS,Proprietary OS
LF3FW6HAUS,e0618a03acd1fa682b8d42bdac7836d5,SYMPHONY,"T100, L22, B14",Proprietary OS,Proprietary OS
Q3CBZ6ZUJU,a857a480deca6619bdc86db83b02b19a,SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google
2D8OE6B9IV,607201eecd343e7c411d0ed4afa2d256,LENOVO,VIBE P1M DUAL SIM TD-LTE,Android,Google
ETHQ9CFLSU,91ca5d59b73c7ff754edf29ff5ced4a9,NOKIA,220,Series30,Symbian
FYC99MOKX7,dc93459f86a43d0b30566b7abb0e3168,SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google
AQLTX73MJR,9462d0dd652f0373db2cb6bcdb2a598f,SAMSUNG,GALAXY J1 (SM-J110HDD),Android,Google
CC83Y3Q2LZ,af4e85124d25cdde8c37a8343ad56f2e,SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google
GKUVLNGESB,4e6e1f4fe6d741ef0e14a13aa833895c,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
ZDCT75H09S,0f3fed66ba14648ceef0c45194147fdd,SYMPHONY,L56I,,
NAW25VLRJA,f16733a2b000319dce737c7d416425b1,SYMPHONY,D22,,
WZ292FOU9O,061edec39c2d1732970b8199cb096426,SAMSUNG,GALAXY J5 2017 PRO (SM-J530F DS),Android,Google
EWJ75N13FA,357ae92f7379300c00d55b3421d1f370,MYCELL,"M100,M101,M102,BEE16,BEE14",Proprietary OS,Proprietary OS
DPU9ONZT5N,f4b40b4bc78568f40476b9831d411805,SAMSUNG,METRO (SM-B313ED),Samsung OS,Samsung
CC39QY961L,ce12acb25aae146cfb5b397c7de21962,HTC,DESIRE EYE (0PFH200),Android,Google
DYHP6LKNF6,00fee679f6ac8a4bdd10e211c86ce6d3,SAMSUNG,GALAXY J2 2016 (SM-J210F),Android,Google
A23WXI26TR,275d342f7db48418ead8abf6c70931aa,SYMPHONY,E82,,
EYKW1EOW7E,56b32a4c5ed6e2f96b6d322176556aa7,ITEL,IT5606,MTK RTOS,Motorola
07VMGZKE5T,8d86b4911ce56087fee74f57f9dd8c20,SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
VEIGGTEYWY,90ee2735286afd9435d776a35c9b2cd3,,,,
2AV9G4PPMX,3c3070b98c1eae02bd7422abe1f64a94,LAVA,IRIS 510,Android,Google
2BJX8EHKL3,41c305bd71ad26ccf9716618250377b7,VIVO,Y71 (1801),Android,Google
4B1QPV2ILS,dd21a56a3baa9d0a08413e82bd0199e5,HUAWEI,NOVA 2I (RNE-L22),Android,Google
UHS2MJY0TK,1257d95f7208d593f05e9465f04146ea,SYMPHONY,ROAR V95,,
0VDOES9F68,5f2675786a15dc7303e1e6b44b41a0dd,SAMSUNG,GALAXY S DUOS II (GT-S7582),Android,Google
4ES2UWLTQ9,ca772930521b2bfbc83808fe5a9cf660,NOKIA,105 DS (TA-1034),Symbian OS,Symbian
O7H5QR2SWG,1a53d1972c1f182bc9fd174bc1766a16,SYMPHONY,D10,,
NI253M4HN8,89a96358107c18f696a84fc17b5316c1,SYMPHONY,D54I,,
C157C3IPZI,6c95df9a965b774a1f52319e2fb6f511,SAMSUNG,GALAXY J1 ACE DUOS (SM-J111F DS),Android,Google
OINAIBY4UO,fa72974c2beb706153619bf68b287957,SYMPHONY,L65,,
TOUZRZRYTL,6c3ffe724fdbeaaa8bf5535508c8ffce,SB TEL,"SYMPHONY B12, D115",Proprietary OS,Proprietary OS
SP65OOXD73,63497efe88a050a2c4bf33d563d21172,SAMSUNG,GALAXY J7 DUOS (SM-J700H DD),Android,Google
T8TLOO1NER,638748d45c096536851b5564a1122798,SYMPHONY,D22,,
CW67P02FD6,718087c5616d8bbdb434b67f8a02afba,SYMPHONY,"L25, FT42, W130, W69",Proprietary OS,Proprietary OS
A7Y2DI9T41,6b87db750c7d214793342ebcdda3b8c1,TECNO,CAMON IAIR (IN3),Android,Google
14TR9GE75W,53f52a941918ae3943c501d51f2316b3,SAMSUNG,GALAXY J1 (SM-J100H DS),Android,Google
4SHHMCL6SR,d87ae13cc917a20a55b5612d3cfffb6e,TECNO,F3,Android,Google
U716Q0GMYT,be72759939640427b4c9c350a689c52b,SYMPHONY,V75,Android,Google
